candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
RAMDEO RISHI,http://myneta.info/bih2005/candidate.php?candidate_id=1850,Banmankhi,SP,0,Literate,0,0,0,126,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rasik Lal Rishi,36,"Radha Nagar, Po. Ghahra, P.S. Banmankhi, Dist. Purnea",,,Samajwadi Party
RAMDEO SINGH YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1616,Monghyr,SP,2,Graduate,2160097,447107,1712990,167,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Govind Yadav,59,"Mohalla.Bhoja Bazar ,P.S.Kashim Bazar,Munger",,,Samajwadi Party
RAMDEO YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=36,Belhar,RJD,0,Graduate,3177561,1023605,2153956,157,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,LATE TOTA YADAV,43,DIST BANKA,,,Rashtriya Janata Dal
RAMDEV SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=2118,Raghopur,IND,0,10th Pass,10000,0,10000,110,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Luray Sharma,48,"Vill Bhagta Tola, Bishanpur, Daulat",,,Independent
RAMDHANI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=348,Dinara,JD(U),0,12th Pass,2700140,101816,2598324,209,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Durga Singh,72,"Village - deokahira, Distt. Rohtas",,,Janata Dal (United)
RAMESH CANDRA KAPOOR,http://myneta.info/bih2005/candidate.php?candidate_id=833,Patna East,LJP,0,Graduate,0,0,0,190,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Vishavnath  Kapur,55,"KILA ROAD, Patna East , District - Patna",,,Lok Janshakti Party
RAMESH CHANDRA RAMAN,http://myneta.info/bih2005/candidate.php?candidate_id=826,Hisua,BSP,0,Post Graduate,1071000,0,1071000,243,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Badi Prasad Yadav,32,"Hisua , District - Nawada",,,Bahujan Samaj Party
RAMESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1454,Bhabhua,IND,0,12th Pass,69000,0,69000,212,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shiwadhar Paswan,29,"Vill Datiyanw, Po. Kurasan, P.S. Bhabhua, Dist. Kaimur",,,Independent
RAMESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1785,Fatwa,IJP,0,10th Pass,20000,0,20000,186,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Bahadur Paswan,28,"Gr.Sewai, Po.Panditganj, Thana Danarua, Dist.Patna",,,Indian Justice Party
RAMESH RISHIDEV,http://myneta.info/bih2005/candidate.php?candidate_id=215,Kumarkhand,JD(U),0,Graduate,6778,25704,-18926,115,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Badri Rishidev,35,"VILL. NADHI, P.O. MURHO VIA BUDHUNA, P.S. MARLIGANJ, DIST MADHEPURA",,,Janata Dal (United)
RAMESH SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=1769,Bikram,IND,0,Graduate,10640000,0,10640000,194,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Pasuram Singh,46,"Kopa Kalan, Post P.S. Naubatpur, Dist. Patna",,,Independent
RAMESHWAR  PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1208,Sandesh,CPI(ML)(L),5,8th Pass,178735,200000,-21265,196,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Radhe Prasad,57,"Vill Shri Rampur, Po. Bihta, P.S. Bihta, Dist. Patna",,,Communist Party of India (Marxist-Leninist) (Liberation)
RAMESHWAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=746,Mohania,LJP,0,12th Pass,2008300,0,2008300,211,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Kalpu Paswan,43,"VILLAGE.- AMETHA, THANA.-MOHNIYA,",,,Lok Janshakti Party
RAMESHWAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=173,Sikandra,JD(U),0,12th Pass,1972505,107500,1865005,171,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,NATHO PASWAN,63,"VILL-NAOWADEHA, POST-RABYEE, THANA- SIKANDRA , DIST-JAMUI",,,Janata Dal (United)
RAMESHWAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=353,Nokha,BJP,0,Post Graduate,1221207,0,1221207,216,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,Sri Vishwanath Prasad,43,"Village + Post Jabra, P.S. Nokha , Distt. Rohtas",,,Bharatiya Janata Party
RAMESHWAR PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=2049,Sitamarhi,SP,0,Graduate,176500,25000,151500,67,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,SITASHARAN YADAV,64,"VILLAGE VISHWAKARMA,POST-DUMARA,DIST-SITAMARHI",,,Samajwadi Party
RAMESHWAR PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=217,Singheshwar,JD(U),0,Graduate,1198788,0,1198788,116,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,"Parmeshwar Pd, Yadav",62,"Ward No. 10, Madhepur nagar, Distt. Madhepur",,,Janata Dal (United)
RAMJATAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1360,Bodh Gaya,IND,0,12th Pass,203500,0,203500,235,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shiv Nandan Paswan,30,"Gr.Saval Bigha, Po.Bagdaha, Thana Bodh Gaya, Dist.Gaya",,,Independent
RAMJI DAS RISHIDEV,http://myneta.info/bih2005/candidate.php?candidate_id=1,Raniganj,BJP,0,10th Pass,1458500,354651,1103849,127,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,LATE GALODAS RISHIDEV,47,AT+PO-GOKHALAPUR VAYA NARPOGANJ DIST ARARIA,,,Bharatiya Janata Party
RAMNARESH RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1405,Bhore,CPI(ML)(L),1,10th Pass,171000,0,171000,22,SC,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Mughli Ram,55,"Bankata, Po. Rajapur P.S. Kateya, Dist. Gopalganj",,,Communist Party of India (Marxist-Leninist) (Liberation)
RAMPADARATH SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1852,Dhamdaha,IND,0,8th Pass,115000,6000,109000,125,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ramkishan Singh,45,"Tola Sukhseha, PO. Hasirahi, P.S. Banmankhi, Dist. Purnea",,,Independent
RAMPATI BHUIYA,http://myneta.info/bih2005/candidate.php?candidate_id=1100,Nabinagar,IND,0,Literate,93500,25000,68500,218,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ramdev  Bhuiya,46,"Vill Gamhriya, Po. Karma Lathg, Dist.Aurangabad",,,Independent
RAMPRIT ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1673,Paru,IND,2,Post Graduate,2240300,0,2240300,53,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Moti Roy,NaN,Vill.Manikpur P.S.Sariya Dist.Muzaffarpur,,,Independent
Ramrup Harijan,http://myneta.info/bih2005/candidate.php?candidate_id=1003,Dhuraiya : Bye-election on 15-09-2009,IND,0,12th Pass,2760000,150000,2610000,155,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late. Dhira Harijan,63,"Village-Pusiya,P.S.-Rajoun,Distt.-Banka",,,Independent
RAMSEWAK SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=153,Mirganj,JD(U),2,12th Pass,191000,0,191000,23,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,true,Rajbali Singh,35,"Jasnand Tola, Gopalganj",,,Janata Dal (United)
RAMSUNDAR RAM KANAUJIA,http://myneta.info/bih2005/candidate.php?candidate_id=407,Barbigha,JD(U),0,Doctorate,8942000,0,8942000,174,SC,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,Raj Bansi Ram,57,U/2 New Puniachak officer's Flat Patna-23,,,Janata Dal (United)
RAMSWAROOP PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=285,Islampur,JD(U),1,Post Graduate,6288209,78058,6210151,179,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,true,SOBHA SINGH,67,VILL HANSEPUR PO OPE NALANDA,,,Janata Dal (United)
RAMYODHA SAHANI,http://myneta.info/bih2005/candidate.php?candidate_id=1340,Sugauli,IND,1,Doctorate,562000,0,562000,11,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Gayani Sahani,66,"Gram Mali Tola Dumari, Thana Sugauli, Jhila East Champaran",,,Independent
RANA RANDHIR,http://myneta.info/bih2005/candidate.php?candidate_id=116,Madhuban,RJD,0,Graduate Professional,568000,0,568000,16,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,SH. SITA RAMINGH,28,"VILL. BANJARIYA, POST. KIRISHNAGAR, DIST EAST CHAMPARAN",,,Rashtriya Janata Dal
RANANJAY KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=2003,Taraiya,SAP,1,Post Graduate,95100,24860,70240,38,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,YOGENDRA ROY,27,"VILL.AND PO.KERWER, PS.DUAPARI, DIST.SARAN",,,Samata Partu
RANDHIR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=795,Monghyr,BSP,0,10th Pass,253100,0,253100,167,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Ramkhelawan Singh,40,"Mohalla - Basudeopur, P.S. - Kotwali, District - Munger",,,Bahujan Samaj Party
RANGNATH  SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=678,Sandesh,LJP,0,Graduate Professional,508130,0,508130,196,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Sheopujan Singh,56,"Village - Dharampur, District - Bhojpur",,,Lok Janshakti Party
RANI DEVI PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1135,Bakhri,IND,0,12th Pass,100000,40000,60000,109,SC,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Surendra Paswan,29,"Gr.and Po.Parihay, Dist.Begusarai",,,Independent
RANJAY KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1811,Paliganj,SP,0,Graduate,12000,0,12000,195,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sadhu Saran Yadav,29,"Vill.Kodhis, Po.Ibrahimpur, PS.Kurtha, Dist.Patna, Bihar",,,Samajwadi Party
RANJEET KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1704,Harnaut,IND,0,12th Pass,55000,0,55000,182,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Naval Kishor Prasad,30,"Mobarakpur, Po.Khartuo, PS.Harnaut, Nalanda",,,Independent
RANJEET KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=14,Arwal,BJP,2,12th Pass,30000,421000,-391000,224,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,SH. KRISHNA NANDAN PARSAD,30,"RAJIV NAGAR, ARWAL",,,Bharatiya Janata Party
RANJEET PRASAD KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=664,Goh,LJP,1,12th Pass,1370005,0,1370005,223,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Bramhadev Prasad Kushwaha,46,"Haspura,District - Aurangabad(bihar)",,,Lok Janshakti Party
RANJIT YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=364,Sonbarsa,RJD,1,12th Pass,1176000,0,1176000,121,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,BHUPENDRA YADAV,36,"PO. KHAJURI, PS. SOUR BAZAR, DIST. SAHARSA",,,Rashtriya Janata Dal
RANJIT YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=652,Sikti,BSP,11,10th Pass,126524,0,126524,131,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Fudan Lal Yadav,25,"Sikti , District - Araria",,,Bahujan Samaj Party
RAS BIHARI MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=671,Pirpainti,BSP,15,Literate,30000,0,30000,147,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Late Sita Ram Mandal,49,"Pirpainti ,District - Bhagalpur",,,Bahujan Samaj Party
RASHID AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=170,Jhajha,RJD,0,10th Pass,3265351,0,3265351,160,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,QANRUL HODA,44,"PURANI BAZAR PS-JHAJHA, DIST-JHAJHA",,,Rashtriya Janata Dal
RATTAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1918,Saharsa,IND,0,Literate,72000,0,72000,117,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Baso Paswan,34,"Gram Devna Gopal, Po. & P.S. Bangaon, Dist. Saharsa",,,Independent
RAUSHAN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=717,Imamganj,LJP,1,12th Pass,20000,0,20000,233,SC,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Devki Bhuiyan,34,"Imamganj, District - Gaya",,,Lok Janshakti Party
RAVI KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=532,Banka,LJP,0,Post Graduate,10792000,0,10792000,156,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Raj Bahadur Singh,49,"Village - Sabalpur, P.O. - Sabalpur, District - Banka",,,Lok Janshakti Party
RAVINDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1923,Sonbarsa,IND,0,Graduate,10000,0,10000,121,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Maheshwar Kamat,34,"Purani Jail Ward no. 16, P.A. & Dist. Saharsa",,,Independent
RAVINDRA MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1278,Manigachhi,IND,0,Literate,5000,0,5000,84,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sudheer Mandal,28,"Vill. Mahthpur, P.S. Manigachhi, Dist. Darbhanga",,,Independent
RAVINDRA NATH MISHRA,http://myneta.info/bih2005/candidate.php?candidate_id=386,Manjhi,INC,4,Post Graduate,3800136,3195505,604631,35,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,Sheojee Mishra,50,"GHORHAT, PO. GHORHAT, DIST. SARAN",,,Indian National Congress
RAVINDRA PRASAD SHAHI,http://myneta.info/bih2005/candidate.php?candidate_id=899,Sursand,LJP,1,Literate,3791698,461000,3330698,71,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Raghwendra Pratap,56,"Village + P.O. + P.S. - Surjand, District - Sitamarhi",,,Lok Janshakti Party
RAVINDRA THAKUR,http://myneta.info/bih2005/candidate.php?candidate_id=2084,Maharajganj,IND,1,Graduate,2272515,0,2272515,33,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,DINA NATH SINGH,34,"PIPRA KHARD,P.O-PIPRA KALA,P.S-MAHARAJGAJ,DIST-SIWAN",,,Independent
RAZIA KHATOON,http://myneta.info/bih2005/candidate.php?candidate_id=112,Kesariya,JD(U),0,10th Pass,3241100,0,3241100,18,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Shekha Abdulha,54,"BAHOLLAPUR , 
Kesariya , Distt. Purvanchal",,,Janata Dal (United)
REENA SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=1409,Gopalganj,CPI(ML)(L),1,8th Pass,153000,0,153000,24,GEN,NA,NA,,false,true,Female,,,,,,Bihar,2005,false,Yogendra Sharma,27,"Vill. & Po. Khajuri, P.S. Kuchay Kot, Dist. Gopalganj",,,Communist Party of India (Marxist-Leninist) (Liberation)
REKHA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1777,Dinapur,LD,0,10th Pass,70336,0,70336,191,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Ram Bhagwan Singh,36,"143, Aanaith, Anaith Hilky Dhobasnat Arrah Bhojpur",,,Lok Dal
RENU DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1417,Mirganj,IND,0,Graduate,14535220,552702,13982518,23,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Subhash Prasad Yadav,33,"Gram.Selar Kala, Thana Fulwapur, Dist.Gopalganj",,,Independent
RENU DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=483,Bettiah,BJP,2,12th Pass,4131163,1204527,2926636,8,GEN,NA,NA,,true,true,Female,,,,,,Bihar,2005,true,DURGA PRASAD,46,LAL BAZAR BETTIAH,,,Bharatiya Janata Party
RENU DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=19,Deo,JD(U),0,10th Pass,507562,5248,502314,219,SC,NA,NA,,false,false,Female,,,,,,Bihar,2005,true,Sri Pankaj Kumar,32,"At.+P.O.-Sihari, P.S. Haspura, Dist. Aurangabad",,,Janata Dal (United)
RENU KUMARI,http://myneta.info/bih2005/candidate.php?candidate_id=221,Kishanganj,JD(U),1,Post Graduate,1305098,0,1305098,122,GEN,NA,NA,,true,false,Female,,,,,,Bihar,2005,true,Sri Vijay Kr. Singh,43,"Vijay Lodge Chandra Nagar, P.O. - Koshi Collage , Distt. - Khagaria",,,Janata Dal (United)
REYAJUL HAQUE ALIAS,http://myneta.info/bih2005/candidate.php?candidate_id=156,Gopalganj,BSP,0,Graduate,2075000,206596,1868404,24,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Anwarul Haque,37,"Jangliya Ward - 1, Gopalganj",,,Bahujan Samaj Party
REYAZ AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1666,Muzaffarpur,BMF,0,Post Graduate,2370000,100000,2270000,59,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Nisar Ahmad,54,"Tilak Madan Road,P.S.Town,Muzaffarpur",,,Bharatiya Momin Front
RINKU DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=406,Sheikhpura,IND,0,8th Pass,207255,0,207255,173,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Ranjeet kumar,27,"village - Mahant, Distt. Sheikhpura",,,Independent
RISHIKESH MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1056,Sikti,IND,0,Literate,22500,20000,2500,131,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Vishwanath Mandal,47,"Vill.Plasmani, Po.and PS.Sikti, Dist.Araria",,,Independent
RIZWAN AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=2077,Goreakothi,SP,0,5th Pass,100700,5000,95700,28,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Nuraiv Miya,34,"Surahispur, PO.Betidhkiya, Dist.Siwan",,,Samajwadi Party
ROOP NARAYAN JHA,http://myneta.info/bih2005/candidate.php?candidate_id=246,Madhepur,LJP,6,12th Pass,1221555,25000,1196555,83,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,LATE KANTIR JHA,62,"PATHRAHI, PO. JHANJHARPUR",,,Lok Janshakti Party
S.M. ABDULLAH,http://myneta.info/bih2005/candidate.php?candidate_id=1581,Bisfi,RLD,0,Graduate,255700,0,255700,74,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md.Nazim,60,"Gr.Shivol, Po.Rayos, Thana Kamtol, Dist.Madhubani",,,Rashtriya Lok Dal
S.M. ZAFAR IMAM,http://myneta.info/bih2005/candidate.php?candidate_id=516,Bahera,LJP,0,Graduate Professional,6395138,217852,6177286,85,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Mohmad Saruf,51,"Bahera , District - Darbhanga",,,Lok Janshakti Party
SABA ZAFAR,http://myneta.info/bih2005/candidate.php?candidate_id=336,Amour,SP,1,Graduate,722700,229864,492836,136,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,MUZAFFAR HUSSAIN,33,RAM NAGAR PO JHAWWARI VIA KASBA,,,Samajwadi Party
SABHA RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1989,Masrakh,CPI(ML)(L),1,10th Pass,121636,21000,100636,37,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,CHANDRADIP RAI,39,"Gr.Morha, Po.Morha, Thana Panapur, Dist.Saran",,,Communist Party of India (Marxist-Leninist) (Liberation)
SABIR ALI,http://myneta.info/bih2005/candidate.php?candidate_id=122,Adapur,LJP,1,10th Pass,2758451,628254,2130197,13,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,MAJHAR HUSSEN,31,VILL. CANNA TOLA DUMRI,,,Lok Janshakti Party
SABITA SAHANI,http://myneta.info/bih2005/candidate.php?candidate_id=1265,Hayaghat,CPI(ML)(L),0,Literate,0,0,0,92,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Garash Sahani,29,Mohalla Malekesher Panch Sarya Laberya Sarya Jilla.Hayaghat,,,Communist Party of India (Marxist-Leninist) (Liberation)
SACCHIDANAND RAI,http://myneta.info/bih2005/candidate.php?candidate_id=310,Maner,JD(U),1,Graduate,4809570,4173,4805397,192,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Raja Prasad Roy,51,"MOHLLA.- BIBIGANJ, POST OFFICE.-DANAPURCANT, DISTT.- PATNA",,,Janata Dal (United)
SACHIDA NAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1510,Pranpur,IND,0,Graduate,50000,0,50000,145,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Indradeo Prasad,37,"Village Badi Bathana, Po.Sirnia, PS.Manmahi, Dist.Katihar",,,Independent
SACHIDANAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1198,Jagdishpur,SP,0,Post Graduate,267200,0,267200,204,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Hari Nandan Singh,34,"Vill. Digha, Post Chakai, P.S. Dhangai, Dist. Bhojpur",,,Samajwadi Party
SACHIDASNAND SADHU,http://myneta.info/bih2005/candidate.php?candidate_id=2088,Mairwa,IJP,0,5th Pass,241000,6000,235000,30,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Lalan Ram,33,"Vill.and Po.Liyanpura, Ps.M.H.Nagar, Dist.Siwan",,,Indian Justice Party
SACHITA NAND YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=163,Jahanabad,RJD,0,Doctorate,3143210,0,3143210,227,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Subhash Singh,41,"RESIDENCE OF VILLAGE.-SOHAY (IMALIYA CHAK) POST OFFICE.-SAIDABAD, DISTT.- JAHANABAD",,,Rashtriya Janata Dal
SADANAND PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1171,Pirpainti,IND,0,10th Pass,976000,95026,880974,147,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Munilal Choudhry,40,Gram & Post Badduchak Station Badduchak Dist. Bhagalpur,,,Independent
SADANAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=56,Colgong,INC,0,Graduate,4992587,0,4992587,148,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Krishna Prasad Mandal,63,"Chodhary Tola, Distt. Bagalpur",,,Indian National Congress
SADANAND YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1594,Madhepur,IND,1,Graduate,773300,0,773300,83,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Juwa Lal Yadav,34,"Village Aditya Dik, Po.Pachahi, PS.Madhepur, Dist.Madhubani",,,Independent
SADHNA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=796,Jamalpur,LJP,1,12th Pass,457026,0,457026,168,GEN,NA,NA,,false,true,Female,,,,,,Bihar,2005,false,Krishnanand Yadav,25,"Mahmada, Naramnagar, District - Munger",,,Lok Janshakti Party
SADHU RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1987,Masrakh,IND,0,8th Pass,720000,0,720000,37,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,BISHAN RAI,39,"Gr.Basiya, Thana Basantpur, Dist.Saran",,,Independent
SAFIK MIYA,http://myneta.info/bih2005/candidate.php?candidate_id=1569,Madhepura,IND,0,Literate,30000,0,30000,120,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Aad Ali,45,"Village and Po.Mithali, Thana and Dist.Madhepura",,,Independent
SAGHIR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=755,Manihari,LJP,0,Graduate,595000,0,595000,146,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Wajid Ali,57,"vill & post-Narayanpur,dist-Katihar",,,Lok Janshakti Party
SAGIR,http://myneta.info/bih2005/candidate.php?candidate_id=1269,Jale,IND,0,Literate,17000,0,17000,91,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shamil  Haque,57,"Village Miroha P.O.Muraitha Jalley,Dist.Dharbhanga",,,Independent
SAGIR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=698,Raxaul,INC,0,12th Pass,4932420,0,4932420,10,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Mohamad Jahirhasan,57,"MENROAD RAXAUL, District - East Champaran",,,Indian National Congress
SAHAB ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=513,Bahadurganj,JD(U),0,Post Graduate,2989670,285000,2704670,133,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Rafique Alam,39,"PO Ganjihat, Kishanganj",,,Janata Dal (United)
SAHAB UDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1371,Gaya Mufassil,IND,0,8th Pass,103900,0,103900,231,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Anamul Hak,39,"Gr.Kosma, Po.Dhamshala, Dist.Gaya",,,Independent
SAHDEO MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=1660,Minapur,IND,0,10th Pass,60000,20000,40000,63,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Munni Lal Manjhi,40,"Vill.Ghoubhor P.S.Siwai Peth ,Dist.Muzaffarpur",,,Independent
SAHDEO PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1332,Pipra,SP,0,12th Pass,1238342,0,1238342,17,SC,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Vipat Paswan,59,"Khaikha, East Champaran",,,Samajwadi Party
SAHDEO PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=16,Kurtha,RJD,0,5th Pass,3131500,0,3131500,225,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,SAUDAGAR YADAV,74,VILL. &P.O. KAMALPUR DIST. GAYA,,,Rashtriya Janata Dal
SAIDUR RAHMAN,http://myneta.info/bih2005/candidate.php?candidate_id=515,Bahadurganj,LJP,2,8th Pass,1177000,0,1177000,133,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Zaimuddin,54,Bahadurganj,,,Lok Janshakti Party
