candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
SHASHI BHUSHAN TIWARI,http://myneta.info/bih2005/candidate.php?candidate_id=1680,Sahebganj,IND,0,12th Pass,17500,0,17500,54,GEN,NA,NA,,false,false,Male,,,,,
SHASHI KANT SHARAMA,http://myneta.info/bih2005/candidate.php?candidate_id=724,Konch,LJP,1,12th Pass,377000,0,377000,230,GEN,NA,NA,,false,false,Male,,,,,
SHASHI KUMAR RAY,http://myneta.info/bih2005/candidate.php?candidate_id=271,Baruraj,JD(U),1,8th Pass,15340354,0,15340354,55,GEN,NA,NA,,true,true,Male,,,,,
SHASHI KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=805,Kanti,LJP,0,Graduate,242379,36728,205651,56,GEN,NA,NA,,false,false,Male,,,,,
SHASHI YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1792,Masaurhi,CPI(ML)(L),0,Literate,0,0,0,187,GEN,NA,NA,,false,false,Male,,,,,
SHASHIBHUSHAN  SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1195,Barhara,ABJS,0,Literate,479200,0,479200,197,GEN,NA,NA,,false,false,Male,,,,,
SHASIKANT SUKL,http://myneta.info/bih2005/candidate.php?candidate_id=1416,Kateya,SP,0,Literate,2387000,0,2387000,21,GEN,NA,NA,,false,false,Male,,,,,
SHATRUDHAN GIRI,http://myneta.info/bih2005/candidate.php?candidate_id=2012,Sheohar,ANC,2,Literate,60000,0,60000,66,GEN,NA,NA,,false,true,Male,,,,,
SHATRUDHAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1288,Adapur,IND,0,Graduate,43000,14000,29000,13,GEN,NA,NA,,false,false,Male,,,,,
SHATRUJAY PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=1206,Piro,SAP,0,10th Pass,0,0,0,205,GEN,NA,NA,,false,false,Male,,,,,
SHAYAM KUMAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1303,Harsidhi,IND,0,Literate,550255,0,550255,19,GEN,NA,NA,,false,false,Male,,,,,
SHEELA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=544,Barh,LJP,1,Literate,450000,0,450000,184,GEN,NA,NA,,false,false,Female,,,,,
SHEELA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=624,Dehri,BJP,1,Post Graduate,236356,0,236356,217,GEN,NA,NA,,false,false,Female,,,,,
SHEO KUMAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=559,Belaganj,LJP,0,Post Graduate,1031438,350000,681438,229,GEN,NA,NA,,true,false,Male,,,,,
SHEO KUMAR SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=593,Buxar,LJP,0,Post Graduate,952163,196000,756163,201,GEN,NA,NA,,true,false,Male,,,,,
SHEO NATH SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=1983,Marhaura,ABHM,0,12th Pass,1200500,0,1200500,39,GEN,NA,NA,,false,false,Male,,,,,
SHEO PUJAN PRASAD RAI,http://myneta.info/bih2005/candidate.php?candidate_id=944,Marhaura,RJD,2,12th Pass,582464,0,582464,39,GEN,NA,NA,,false,false,Male,,,,,
SHEO SHANKER YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=436,Darauli,RJD,1,Graduate,544840,0,544840,31,GEN,NA,NA,,true,false,Male,,,,,
SHEOBACHAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=148,Konch,RJD,2,Graduate,50400660,0,50400660,230,GEN,NA,NA,,true,true,Male,,,,,
SHILA DEBI,http://myneta.info/bih2005/candidate.php?candidate_id=1837,Patna West,ABHM,0,8th Pass,115000,0,115000,188,GEN,NA,NA,,false,false,Female,,,,,
SHIOJEE SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1895,Dinara,IND,0,10th Pass,20000,0,20000,209,GEN,NA,NA,,false,false,Male,,,,,
SHIV CHAND RAM,http://myneta.info/bih2005/candidate.php?candidate_id=463,Mahua,RJD,0,Graduate,255301,0,255301,50,SC,NA,NA,,false,false,Male,,,,,
SHIV CHARAN RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1679,Sahebganj,IND,0,10th Pass,108000,20000,88000,54,GEN,NA,NA,,false,false,Male,,,,,
SHIV KUMAR MISHRA,http://myneta.info/bih2005/candidate.php?candidate_id=1524,Parbatta,IND,0,Post Graduate,71000,0,71000,163,GEN,NA,NA,,false,false,Male,,,,,
SHIV KUMAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1714,Nalanda,IND,0,10th Pass,110000,0,110000,178,GEN,NA,NA,,false,false,Male,,,,,
SHIV KUMAR SAHAY,http://myneta.info/bih2005/candidate.php?candidate_id=1182,Arrah,RSP,0,Graduate Professional,244024,0,244024,198,GEN,NA,NA,,true,false,Male,,,,,
SHIV KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1919,Saharsa,JD(S),0,12th Pass,15000,0,15000,117,GEN,NA,NA,,false,false,Male,,,,,
SHIV KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1070,Kurtha,IND,0,10th Pass,120000,0,120000,225,GEN,NA,NA,,false,false,Male,,,,,
SHIV NANDAN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1726,Gobindpur,IND,0,Literate,440000,0,440000,241,GEN,NA,NA,,false,false,Male,,,,,
SHIV NATH CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=262,Bochaha,JD(U),0,Graduate,2614000,0,2614000,60,SC,NA,NA,,false,false,Male,,,,,
SHIV SHANKAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1287,Adapur,IND,0,10th Pass,124000,0,124000,13,GEN,NA,NA,,false,false,Male,,,,,
SHIV SHANKAR RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1644,Gaighatti,SP,0,10th Pass,141680,0,141680,61,GEN,NA,NA,,false,false,Male,,,,,
SHIV SHANKAR THAKUR,http://myneta.info/bih2005/candidate.php?candidate_id=1853,Dhamdaha,SP,0,Post Graduate,535000,0,535000,125,GEN,NA,NA,,true,false,Male,,,,,
Shivadher Paswan,http://myneta.info/bih2005/candidate.php?candidate_id=1020,Chenari : Bye-election on 10-09-2009,JD(U),0,Graduate Professional,738769,28263,710506,215,SC,NA,NA,,false,false,Male,,,,,
SHIVAJI NIRALA,http://myneta.info/bih2005/candidate.php?candidate_id=689,Manigachhi,BSP,0,8th Pass,0,0,0,84,GEN,NA,NA,,false,false,Male,,,,,
SHIVAN MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=1438,Chakai,IND,0,Literate,0,0,0,159,GEN,NA,NA,,false,false,Male,,,,,
SHIVAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1250,Darbhanga,CPI(ML)(L),0,8th Pass,40000,0,40000,89,GEN,NA,NA,,false,false,Male,,,,,
SHIVANAND TIWARY,http://myneta.info/bih2005/candidate.php?candidate_id=74,Shahpur,RJD,0,10th Pass,928207,96235,831972,199,GEN,NA,NA,,true,false,Male,,,,,
SHIVDANI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1607,Jamalpur,SAP,0,Literate,0,0,0,168,GEN,NA,NA,,false,false,Male,,,,,
SHIVJEE RAI,http://myneta.info/bih2005/candidate.php?candidate_id=115,Madhuban,JD(U),8,Graduate Professional,3840000,45000,3795000,16,GEN,NA,NA,,false,true,Male,,,,,
SHIVMURAT BIND,http://myneta.info/bih2005/candidate.php?candidate_id=1460,Chainpur,PMSP,0,5th Pass,1891000,0,1891000,213,GEN,NA,NA,,false,false,Male,,,,,
SHIVMURAT TIWARI,http://myneta.info/bih2005/candidate.php?candidate_id=1893,Dinara,RSMD,0,Graduate,1176000,0,1176000,209,GEN,NA,NA,,false,false,Male,,,,,
SHIVNAND THAKUR,http://myneta.info/bih2005/candidate.php?candidate_id=1874,Rupauli,IND,0,12th Pass,290000,0,290000,124,GEN,NA,NA,,false,false,Male,,,,,
SHIVNANDAN PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=954,Sheikhpura,BSP,0,Graduate Professional,716169,0,716169,173,GEN,NA,NA,,false,false,Male,,,,,
SHIVNARAYAN SADA,http://myneta.info/bih2005/candidate.php?candidate_id=1565,Kumarkhand,IND,0,Post Graduate,0,25000,-25000,115,SC,NA,NA,,false,false,Male,,,,,
SHIVNATH KUMAR NIRALA,http://myneta.info/bih2005/candidate.php?candidate_id=1354,Barachatti,SP,1,Doctorate,157000,0,157000,236,SC,NA,NA,,false,true,Male,,,,,
SHIWESH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=685,Sahar,BJP,0,Post Graduate,4080639,461345,3619294,206,SC,NA,NA,,true,false,Male,,,,,
SHIWJEE PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1339,Sugauli,IND,0,Literate,176000,0,176000,11,GEN,NA,NA,,false,false,Male,,,,,
SHOBHA KANT MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=53,Pirpainti,RJD,0,12th Pass,1286000,0,1286000,147,GEN,NA,NA,,false,false,Male,,,,,
SHRAVAN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1355,Barachatti,AP,0,12th Pass,550000,0,550000,236,SC,NA,NA,,false,false,Male,,,,,
SHRAWAN CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1255,Darbhanga,IJP,0,Graduate,18637,0,18637,89,GEN,NA,NA,,false,false,Male,,,,,
SHRAWON KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=283,Nalanda,JD(U),0,Graduate,2225334,533616,1691718,178,GEN,NA,NA,,true,false,Male,,,,,
SHRI BHAGWAN RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1970,Jalalpur,IND,2,10th Pass,1450779,200000,1250779,40,GEN,NA,NA,,false,true,Male,,,,,
SHRI RAM,http://myneta.info/bih2005/candidate.php?candidate_id=857,Patepur,BSP,0,Post Graduate,2020000,0,2020000,49,SC,NA,NA,,false,false,Male,,,,,
SHRIKANT SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1836,Patna West,ABJS,0,Post Graduate,960753,0,960753,188,GEN,NA,NA,,false,false,Male,,,,,
SHUBASH  SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=155,Gopalganj,BJP,5,10th Pass,894341,0,894341,24,GEN,NA,NA,,true,true,Male,,,,,
SHURES RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1745,Rajauli,IND,0,Literate,192000,0,192000,240,SC,NA,NA,,false,false,Male,,,,,
SHUSHIL VIKRANT,http://myneta.info/bih2005/candidate.php?candidate_id=1181,Arrah,IND,0,Graduate,600,0,600,198,GEN,NA,NA,,false,false,Male,,,,,
SHYAM BIHARI,http://myneta.info/bih2005/candidate.php?candidate_id=798,Paru,LJP,1,10th Pass,14004516,988972,13015544,53,GEN,NA,NA,,true,true,Male,,,,,
SHYAM BIHARI AHIR,http://myneta.info/bih2005/candidate.php?candidate_id=1456,Chainpur,IND,0,10th Pass,165000,0,165000,213,GEN,NA,NA,,false,false,Male,,,,,
SHYAM BIHARI PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=121,Adapur,JD(U),0,Literate,9829543,265000,9564543,13,GEN,NA,NA,,false,false,Male,,,,,
SHYAM CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1840,Phulwari,IND,0,8th Pass,102600,0,102600,193,SC,NA,NA,,false,false,Male,,,,,
SHYAM DEO SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=306,Bikram,RJD,2,Graduate,2274297,0,2274297,194,GEN,NA,NA,,true,true,Male,,,,,
SHYAM KISHOR HARIJAN,http://myneta.info/bih2005/candidate.php?candidate_id=677,Sultanganj,BSP,0,Graduate Professional,235803,0,235803,153,SC,NA,NA,,false,false,Male,,,,,
SHYAM KISHOR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=825,Hisua,CPI,0,Not Given,500500,0,500500,243,GEN,NA,NA,,true,false,Male,,,,,
SHYAM NATH CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1436,Chakai,IND,0,12th Pass,405000,0,405000,159,GEN,NA,NA,,false,false,Male,,,,,
SHYAM PAYARI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=85,Rajpur,JD(U),0,10th Pass,1677254,0,1677254,202,SC,NA,NA,,false,false,Female,,,,,
SHYAM RAJAK,http://myneta.info/bih2005/candidate.php?candidate_id=307,Phulwari,RJD,1,Graduate,2087205,0,2087205,193,SC,NA,NA,,true,true,Male,,,,,
SHYAMA NAND YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=2125,Tribeniganj,SP,1,8th Pass,2662257,450000,2212257,113,GEN,NA,NA,,false,true,Male,,,,,
SHYAMDEO PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=134,Fatehpur,LJP,1,Doctorate,469198,0,469198,237,SC,NA,NA,,false,true,Male,,,,,
SHYAMLAL PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1897,Dinara,IND,0,8th Pass,90000,0,90000,209,GEN,NA,NA,,false,false,Male,,,,,
SIDESHWAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1369,Gaya Mufassil,IND,0,8th Pass,66000,0,66000,231,GEN,NA,NA,,false,false,Male,,,,,
SIDHESHWAR PRASAD SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=716,Gurua,BSP,0,Post Graduate,179850,0,179850,234,GEN,NA,NA,,false,false,Male,,,,,
SIDHESHWAR RABIDAS,http://myneta.info/bih2005/candidate.php?candidate_id=1713,Nalanda,CPI(ML)(L),0,Graduate,0,0,0,178,GEN,NA,NA,,false,false,Male,,,,,
SIDHNATH RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1816,Patna Central,SP,0,Graduate,5185083,942572,4242511,189,GEN,NA,NA,,true,false,Male,,,,,
SIDHNATH SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1238,Dumraon,JKM,0,Graduate,112000,0,112000,203,GEN,NA,NA,,false,false,Male,,,,,
SIKANDAR JAMAL,http://myneta.info/bih2005/candidate.php?candidate_id=613,Colgong,LJP,1,12th Pass,1867000,0,1867000,148,GEN,NA,NA,,true,false,Male,,,,,
SIKANDAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=206,Bahadurganj,IND,10,10th Pass,5875702,480080,5395622,133,GEN,NA,NA,,true,true,Male,,,,,
SIKANDAR TANTI,http://myneta.info/bih2005/candidate.php?candidate_id=1165,Nathnagar,IND,0,5th Pass,67000,0,67000,149,GEN,NA,NA,,false,false,Male,,,,,
SINHASHAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1463,Mohania,IND,0,Graduate,42000,3000,39000,211,SC,NA,NA,,false,false,Male,,,,,
SIPAHI RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1896,Dinara,SP,0,8th Pass,430000,0,430000,209,GEN,NA,NA,,false,false,Male,,,,,
SITA RAM  SAHANI,http://myneta.info/bih2005/candidate.php?candidate_id=552,Baruraj,BSP,3,Literate,381000,0,381000,55,GEN,NA,NA,,false,true,Male,,,,,
SITA RAM PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1317,Madhuban,SP,0,Graduate,2255000,150000,2105000,16,GEN,NA,NA,,false,false,Male,,,,,
SITA RAM SAH,http://myneta.info/bih2005/candidate.php?candidate_id=1567,Madhepura,IND,0,Literate,108000,0,108000,120,GEN,NA,NA,,false,false,Male,,,,,
SITA RAM YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=242,Harlakhi,RJD,0,12th Pass,3372500,156600,3215900,75,GEN,NA,NA,,false,false,Male,,,,,
SITA SUNDARI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=347,Dinara,BSP,0,10th Pass,310000,0,310000,209,GEN,NA,NA,,false,false,Female,,,,,
SITARAM PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1101,Obra,IND,0,8th Pass,190000,0,190000,222,GEN,NA,NA,,false,false,Male,,,,,
SIYA SHARAN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1662,Muzaffarpur,IND,0,Graduate,11257,0,11257,59,GEN,NA,NA,,false,false,Female,,,,,
SIYASHARAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1754,Warsaliganj,IND,0,Literate,215000,36000,179000,242,GEN,NA,NA,,false,false,Male,,,,,
SK. MAHMUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1479,Barsoi,IND,0,8th Pass,317227,0,317227,144,GEN,NA,NA,,false,false,Male,,,,,
SONA MIYAN,http://myneta.info/bih2005/candidate.php?candidate_id=824,Warsaliganj,BSP,0,Not Given,225000,0,225000,242,GEN,NA,NA,,false,false,Male,,,,,
SONA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1900,Karakat,IND,0,12th Pass,0,0,0,207,GEN,NA,NA,,false,false,Male,,,,,
SONE LAL SAH,http://myneta.info/bih2005/candidate.php?candidate_id=2039,Pupri,BVVP,0,Literate,100000,0,100000,72,GEN,NA,NA,,false,false,Male,,,,,
SONELAL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1642,Gaighatti,IND,0,Literate,83000,12000,71000,61,GEN,NA,NA,,false,false,Male,,,,,
SONU BHARATI,http://myneta.info/bih2005/candidate.php?candidate_id=1385,Gurua,IND,0,10th Pass,0,0,0,234,GEN,NA,NA,,false,false,Male,,,,,
SREE MOHAN CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1283,Manigachhi,SP,0,12th Pass,4570700,1632000,2938700,84,GEN,NA,NA,,false,false,Male,,,,,
SRI SATYADEO PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=428,Basantpur,BJP,4,Graduate,546943,7377,539566,27,GEN,NA,NA,,false,true,Male,,,,,
SriKant Rajak,http://myneta.info/bih2005/candidate.php?candidate_id=1004,Dhuraiya : Bye-election on 15-09-2009,IND,0,Graduate,391354,0,391354,155,SC,NA,NA,,false,false,Male,,,,,
SRINARAYAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=40,Balia,RJD,0,Post Graduate,2239000,161260,2077740,103,GEN,NA,NA,,true,false,Male,,,,,
SUBHASH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1696,Bihar,IND,0,Post Graduate,846000,25000,821000,176,GEN,NA,NA,,false,false,Male,,,,,
SUBHASH KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1407,Gopalganj,SP,0,12th Pass,4416581,100000,4316581,24,GEN,NA,NA,,false,false,Male,,,,,
SUBHASH RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1954,Chapra,IND,8,Not Given,253000,0,253000,41,GEN,NA,NA,,false,true,Male,,,,,
SUBHASH SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1412,Kateya,CPI(ML)(L),1,12th Pass,119000,0,119000,21,GEN,NA,NA,,false,true,Male,,,,,
SUBHASH SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=711,Sugauli,LJP,2,12th Pass,2174700,454637,1720063,11,GEN,NA,NA,,false,false,Male,,,,,
SUBODH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=476,Shikarpur,NCP,0,12th Pass,148500,0,148500,4,SC,NA,NA,,false,false,Male,,,,,
SUCHITRA SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=15,Kurtha,JD(U),0,10th Pass,5811858,0,5811858,225,GEN,NA,NA,,false,false,Female,,,,,
SUDAMA  PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1180,Arrah,CPI(ML)(L),5,Graduate,0,0,0,198,GEN,NA,NA,,false,true,Male,,,,,
SUDARSHAN  RAM,http://myneta.info/bih2005/candidate.php?candidate_id=547,Barhara,BSP,0,Post Graduate,0,0,0,197,GEN,NA,NA,,false,false,Male,,,,,
SUDARSHAN CHANDRA PAL,http://myneta.info/bih2005/candidate.php?candidate_id=1512,Pranpur,CPI(ML)(L),0,Post Graduate,237976,0,237976,145,GEN,NA,NA,,true,false,Male,,,,,
SUDARSHAN RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1781,Fatwa,IND,0,10th Pass,499903,0,499903,186,SC,NA,NA,,true,false,Male,,,,,
Sudarshan Singh,http://myneta.info/bih2005/candidate.php?candidate_id=986,Begusarai : Bye-election on 15-09-2009,LJP,5,Post Graduate,5999226,0,5999226,105,GEN,NA,NA,,true,true,Male,,,,,
SUDAY RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1973,Manjhi,IND,0,10th Pass,82500,0,82500,35,GEN,NA,NA,,false,false,Male,,,,,
SUDHAKAR PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=1223,Brahmpur,SJP(R),0,Post Graduate,1300000,0,1300000,200,GEN,NA,NA,,false,false,Male,,,,,
SUDHANSHU SHEKHAR BHASKAR,http://myneta.info/bih2005/candidate.php?candidate_id=65,Sultanganj,JD(U),0,Doctorate,117882,0,117882,153,SC,NA,NA,,true,false,Male,,,,,
SUDHIR KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1508,Manihari,CPI(ML)(L),0,10th Pass,91806,25000,66806,146,GEN,NA,NA,,false,false,Male,,,,,
SUDHIR KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=630,Dhaka,BSP,0,Post Graduate,725000,5600,719400,14,GEN,NA,NA,,false,false,Male,,,,,
SUDHIR RANJAN JHA,http://myneta.info/bih2005/candidate.php?candidate_id=495,Araria,CPI,0,Doctorate,1269100,57500,1211600,130,GEN,NA,NA,,true,false,Male,,,,,
SUJEET KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1394,Konch,IND,0,10th Pass,410000,0,410000,230,GEN,NA,NA,,false,false,Male,,,,,
SUKAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1576,Babubarhi,IJP,0,8th Pass,158000,24000,134000,77,GEN,NA,NA,,false,false,Male,,,,,
SUKUL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1242,Rajpur,SP,0,Post Graduate,181500,0,181500,202,SC,NA,NA,,false,false,Male,,,,,
SUMIT KUMAR MITRA,http://myneta.info/bih2005/candidate.php?candidate_id=1328,Motihari,SP,0,10th Pass,116289,0,116289,12,GEN,NA,NA,,false,false,Male,,,,,
SUMIT RAI,http://myneta.info/bih2005/candidate.php?candidate_id=887,Sikta,BSP,0,12th Pass,2645250,150000,2495250,5,GEN,NA,NA,,false,false,Male,,,,,
SUNIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1711,Islampur,CPI(ML)(L),0,Post Graduate,87046,0,87046,179,GEN,NA,NA,,false,false,Male,,,,,
SUNIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1551,Surajgarha,IND,0,Graduate,20000,0,20000,169,GEN,NA,NA,,false,false,Male,,,,,
SUNIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=24,Rafiganj,JD(U),0,Post Graduate,5839512,0,5839512,221,GEN,NA,NA,,true,false,Male,,,,,
SUNIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=291,Harnaut,JD(U),1,Graduate,286040,664183,-378143,182,GEN,NA,NA,,true,false,Male,,,,,
SUNIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1527,Parbatta,SP,0,Post Graduate,4395507,0,4395507,163,GEN,NA,NA,,false,false,Male,,,,,
SUNIL KUMAR ALIAS PINTU,http://myneta.info/bih2005/candidate.php?candidate_id=415,Sitamarhi,BJP,4,Graduate,6001776,0,6001776,67,GEN,NA,NA,,true,false,Male,,,,,
SUNIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2093,Raghunathpur,IND,0,Post Graduate,267317,0,267317,34,GEN,NA,NA,,true,false,Male,,,,,
SUNIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1865,Purnea,CPM,0,Post Graduate,695859,0,695859,139,GEN,NA,NA,,true,false,Male,,,,,
SUNIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1386,Gurua,JJJKMC,0,Post Graduate,3285000,0,3285000,234,GEN,NA,NA,,false,false,Male,,,,,
SUNIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1079,Aurangabad,IND,1,Graduate,1000000,0,1000000,220,GEN,NA,NA,,false,false,Male,,,,,
SUNIL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=643,Dumraon,RJD,0,Graduate,97300,0,97300,203,GEN,NA,NA,,false,false,Male,,,,,
SUNILA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=405,Sheikhpura,INC,0,10th Pass,5018218,0,5018218,173,GEN,NA,NA,,false,false,Female,,,,,
SUNITA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1172,Pirpainti,SAP,0,10th Pass,157000,0,157000,147,GEN,NA,NA,,false,false,Female,,,,,
SUNITA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1245,Baheri,IND,0,10th Pass,6205006,250,6204756,87,GEN,NA,NA,,false,false,Female,,,,,
SUNITA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=183,Korha,INC,0,12th Pass,186869,0,186869,140,SC,NA,NA,,true,false,Female,,,,,
SUNITA SHARMA,http://myneta.info/bih2005/candidate.php?candidate_id=200,Chautham,LJP,0,Literate,1264200,0,1264200,164,GEN,NA,NA,,false,false,Male,,,,,
SUNITA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=414,Belsand,JD(U),0,10th Pass,4237501,0,4237501,65,GEN,NA,NA,,true,false,Female,,,,,
SUNITI RANJAN DAS,http://myneta.info/bih2005/candidate.php?candidate_id=622,Darbhanga Rural,LJP,1,10th Pass,63150,0,63150,88,SC,NA,NA,,false,true,Male,,,,,
SUPENDRA PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1751,Warsaliganj,IND,0,12th Pass,207000,15000,192000,242,GEN,NA,NA,,false,false,Male,,,,,
SURAJ BANSH PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1884,Chenari,RGD,0,Post Graduate,180510,0,180510,215,SC,NA,NA,,false,false,Male,,,,,
SURENDRA KR. CHANDRA URF SATISH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=114,Pipra,RJD,1,Graduate,5540705,601160,4939545,17,SC,NA,NA,,true,true,Male,,,,,
SURENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1300,Ghorasahan,IND,0,10th Pass,0,0,0,15,GEN,NA,NA,,false,false,Male,,,,,
SURENDRA KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1624,Aurai,IND,0,Doctorate,295000,47812,247188,62,GEN,NA,NA,,true,false,Male,,,,,
SURENDRA MEHTA,http://myneta.info/bih2005/candidate.php?candidate_id=46,Barauni,BJP,0,12th Pass,582500,0,582500,106,GEN,NA,NA,,false,false,Male,,,,,
SURENDRA PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=2070,Darauli,IJP,0,Graduate,20000,0,20000,31,GEN,NA,NA,,false,false,Male,,,,,
SURENDRA PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1451,Bhabhua,IND,0,Post Graduate,700,0,700,212,GEN,NA,NA,,false,false,Male,,,,,
SURENDRA PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2130,Hajipur,CPI(ML)(L),0,Post Graduate,1500,0,1500,45,GEN,NA,NA,,false,false,Male,,,,,
SURENDRA PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=131,Belaganj,RJD,1,Doctorate,8966000,0,8966000,229,GEN,NA,NA,,true,true,Male,,,,,
