candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,party_eci
RASHTRA PREMI SUBHASH AGRAWAL,http://myneta.info/2008mp/candidate.php?candidate_id=2719,Ratlam City,AIFB,0,12th Pass,2801524,1682804,1118720,220,GEN,RATLAM,MALWA PLATEAU,,TRUE,FALSE,Male,AIFB(S)
RATAN CHAND PHULWANI (RAJU BHAIYA),http://myneta.info/2008mp/candidate.php?candidate_id=775,Chhatarpur,BJSH,0,Graduate,8195735,79015,8116720,51,GEN,CHHATARPUR,BUNDELKHAND ZONE,,TRUE,FALSE,Male,Bharatiya Jan Shakti
RATAN DAMOR,http://myneta.info/2008mp/candidate.php?candidate_id=2027,Jhabua,IND,0,10th Pass,72500,200000,-127500,193,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Independent
RATAN LAL,http://myneta.info/2008mp/candidate.php?candidate_id=1480,Bhitarwar,IND,0,8th Pass,140550,27000,113550,18,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
RATAN LAL,http://myneta.info/2008mp/candidate.php?candidate_id=948,Suwasra,LJP,0,Not Given,1510000,250000,1260000,226,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
RATAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2579,Petlawad,JD(U),0,5th Pass,258700,40000,218700,195,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Janata Dal (United)
RATAN SINGH PENDRO,http://myneta.info/2008mp/candidate.php?candidate_id=1343,Bahoriband,GMS,0,Not Given,50000,0,50000,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Gondwana Mukti Sena
RATIRAM RATHOR,http://myneta.info/2008mp/candidate.php?candidate_id=1313,Ater,RSMD,0,8th Pass,645000,0,645000,9,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,RSMD
RATIRAM VANSKAR,http://myneta.info/2008mp/candidate.php?candidate_id=2008,Jatara,IND,0,8th Pass,150000,0,150000,44,SC,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
RATNESH BHAYA,http://myneta.info/2008mp/candidate.php?candidate_id=1973,Jabera,IND,0,8th Pass,592000,0,592000,56,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
RATNESH SALOMAN,http://myneta.info/2008mp/candidate.php?candidate_id=105,Jabera,INC,1,Post Graduate,62505000,0,62505000,56,GEN,DAMOH,VINDHYAN PLEATEAU,,TRUE,TRUE,Male,Indian National Congress
RATNU,http://myneta.info/2008mp/candidate.php?candidate_id=2631,Pohari,IND,0,5th Pass,10000,0,10000,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
RAVENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2408,Nagod,SP,0,Post Graduate,1165000,0,1165000,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Samajwadi Party
RAVENDRA SINGH (KOTA),http://myneta.info/2008mp/candidate.php?candidate_id=2857,Semariya,IND,0,12th Pass,275000,0,275000,69,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
RAVI,http://myneta.info/2008mp/candidate.php?candidate_id=2387,Murwara,IND,0,12th Pass,241900,0,241900,93,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
RAVI KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2627,Pohari,IND,0,Post Graduate,911000,0,911000,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
RAVI RANJAN NARAYAN,http://myneta.info/2008mp/candidate.php?candidate_id=2123,Khargone,IND,0,12th Pass,150000,0,150000,185,GEN,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
RAVI SHANKAR BAIGA,http://myneta.info/2008mp/candidate.php?candidate_id=2181,Kotma,GMS,0,8th Pass,90000,0,90000,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Gondwana Mukti Sena
RAVI SHANKAR YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=2547,Patan,JD(U),0,Not Given,85000,138075,-53075,95,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Janata Dal (United)
RAVI SINGH THAKUR,http://myneta.info/2008mp/candidate.php?candidate_id=597,Patan,GGP,0,Graduate Professional,1372327,0,1372327,95,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Gondvana Gantantra Party
RAVINDRA,http://myneta.info/2008mp/candidate.php?candidate_id=1225,Bhopal Dakshin-Paschim,IND,0,12th Pass,10000,0,10000,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
RAVINDRA (RAVI TOMAR),http://myneta.info/2008mp/candidate.php?candidate_id=1866,Gwalior South,IND,0,10th Pass,112000,200000,-88000,17,GEN,GWALIOR,GIRD ZONE,,TRUE,FALSE,Male,Independent
RAVINDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2367,Morena,IND,0,Graduate,2710000,0,2710000,6,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
RAVINDRA SINGH TOMAR,http://myneta.info/2008mp/candidate.php?candidate_id=266,Dimani,BSP,0,Post Graduate,13004826,380000,12624826,7,GEN,MORENA,GIRD ZONE,,TRUE,FALSE,Male,Bahujan Samaj Party
RAVISHANKAR,http://myneta.info/2008mp/candidate.php?candidate_id=786,Churai,IND,0,12th Pass,134570,0,134570,124,GEN,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
RAY SINGH (BABU),http://myneta.info/2008mp/candidate.php?candidate_id=2344,Mehgaon,IND,0,12th Pass,319000,0,319000,12,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
RAY SINGH BHADORIYA (BABA),http://myneta.info/2008mp/candidate.php?candidate_id=54,Mehgaon,RSMD,0,Graduate Professional,3670200,0,3670200,12,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,RSMD
REETESH  ALIEN  HITESH,http://myneta.info/2008mp/candidate.php?candidate_id=1394,Banda,IND,1,12th Pass,27000,0,27000,42,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,TRUE,Male,Independent
REKHA,http://myneta.info/2008mp/candidate.php?candidate_id=85,Malhara,BJSH,0,Graduate,2750464,0,2750464,53,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Female,Bharatiya Jan Shakti
REKHA SAHU,http://myneta.info/2008mp/candidate.php?candidate_id=2288,Malhara,IND,0,8th Pass,7000,0,7000,53,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
REKHA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1142,Manpur,IND,0,12th Pass,600000,0,600000,90,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
REKHA YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=2278,Malhara,IND,0,Literate,75000,0,75000,53,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
REKHLAL UIKEY,http://myneta.info/2008mp/candidate.php?candidate_id=1404,Barghat,SP,0,12th Pass,2940000,1179900,1760100,114,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Samajwadi Party
RELAM CHOUHAN,http://myneta.info/2008mp/candidate.php?candidate_id=130,Kukshi,BJP,0,Post Graduate,9351346,0,9351346,198,ST,DHAR,MALWA PLATEAU,,TRUE,FALSE,Female,Bharatiya Janata Party
REMSING,http://myneta.info/2008mp/candidate.php?candidate_id=689,Sendhawa,IND,0,Literate,463000,10000,453000,187,ST,BARWANI,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
RENU SHAH,http://myneta.info/2008mp/candidate.php?candidate_id=1112,Singrauli,SP,0,Post Graduate,4667006,0,4667006,80,GEN,SINGRAULI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Samajwadi Party
REVA RAM,http://myneta.info/2008mp/candidate.php?candidate_id=2433,Narsingpur,IND,0,Literate,192500,0,192500,119,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
RISHI RAJ SINGH YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=1243,Bijawar,SP,0,Graduate,20802,0,20802,52,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Samajwadi Party
RITU GEETANJALI JAGIRDAR,http://myneta.info/2008mp/candidate.php?candidate_id=3138,Ujjain Dakshin,IND,0,Not Given,11001700,265000,10736700,217,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
RIYAJ MOHAMMAD,http://myneta.info/2008mp/candidate.php?candidate_id=2919,Shajapur,IND,1,Graduate Professional,20000,0,20000,167,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
RODMAL RATHORE,http://myneta.info/2008mp/candidate.php?candidate_id=437,Tarana,BJP,1,12th Pass,645810,0,645810,214,SC,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
ROHINDA,http://myneta.info/2008mp/candidate.php?candidate_id=923,Pandhana,IND,0,Illiterate,650000,0,650000,178,ST,KHANDWA,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
ROHINI KUMAR DWIVEDI,http://myneta.info/2008mp/candidate.php?candidate_id=2977,Sihawal,IND,0,10th Pass,0,0,0,78,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Independent
ROMESH MAHANT,http://myneta.info/2008mp/candidate.php?candidate_id=52,Lahar,BSP,1,Graduate Professional,1158000,801500,356500,11,GEN,BHIND,GIRD ZONE,,TRUE,FALSE,Male,Bahujan Samaj Party
ROOP KISHOR BASOR,http://myneta.info/2008mp/candidate.php?candidate_id=1577,Chandla,IND,0,12th Pass,20000,0,20000,49,SC,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ROOP SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2646,Prithvipur,IND,0,8th Pass,321000,0,321000,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ROOPSINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1382,Bamori,IND,0,8th Pass,722000,0,722000,28,GEN,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Independent
ROOPSINGH CHAUHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1222,Narela,CPI,0,8th Pass,1542400,200000,1342400,151,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Communist Party of India
ROSHAN,http://myneta.info/2008mp/candidate.php?candidate_id=796,Pathariya,IND,0,5th Pass,845000,30000,815000,54,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
ROSHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1483,Bhitarwar,IND,0,Not Given,25000,0,25000,18,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
ROSHAN HUSAIN,http://myneta.info/2008mp/candidate.php?candidate_id=997,Khilchipur,IND,0,Not Given,4000,0,4000,163,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ROSHAN YADAV KADVARAM,http://myneta.info/2008mp/candidate.php?candidate_id=872,Indore -1,SP,2,8th Pass,494000,0,494000,204,GEN,INDORE,MALWA PLATEAU,,FALSE,TRUE,Male,Samajwadi Party
RUGGA,http://myneta.info/2008mp/candidate.php?candidate_id=3158,Vijaypur,IND,0,Literate,750000,12000,738000,2,GEN,SHEOPUR,GIRD ZONE,,FALSE,FALSE,Male,Independent
RUKADIYA KANASH,http://myneta.info/2008mp/candidate.php?candidate_id=1773,Gandhwani,IND,0,Not Given,542000,0,542000,197,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
RUKAMANI DEVI MANJHI,http://myneta.info/2008mp/candidate.php?candidate_id=1333,Bahoriband,GGP,0,Not Given,85000,0,85000,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Gondvana Gantantra Party
RUPENDRA SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1320,Ater,IND,0,10th Pass,1065000,0,1065000,9,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
RUPESH KUMAR JAWLKER,http://myneta.info/2008mp/candidate.php?candidate_id=1295,Amla,IND,0,Not Given,10000,0,10000,130,SC,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
RUPLAL,http://myneta.info/2008mp/candidate.php?candidate_id=1365,Balaghat,IND,0,Not Given,15000,30000,-15000,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
RUPLAL SAMAJ SEVAK,http://myneta.info/2008mp/candidate.php?candidate_id=2531,Paraswada,IND,0,5th Pass,15000,30000,-15000,110,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
RUSTAM SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=570,Morena,BJP,0,Post Graduate,36195436,0,36195436,6,GEN,MORENA,GIRD ZONE,,TRUE,FALSE,Male,Bharatiya Janata Party
SABHAPATI,http://myneta.info/2008mp/candidate.php?candidate_id=2406,Nagod,IND,0,12th Pass,2594000,500000,2094000,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SABIR MOHAMMAD,http://myneta.info/2008mp/candidate.php?candidate_id=1486,Bhitarwar,IND,0,5th Pass,92000,0,92000,18,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
SADARAM BHAWARKAR,http://myneta.info/2008mp/candidate.php?candidate_id=1257,Parasia,IND,1,10th Pass,800000,0,800000,127,SC,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
SADASHIV PARTE,http://myneta.info/2008mp/candidate.php?candidate_id=2522,Paraswada,IND,0,Literate,64500,0,64500,110,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
SAHAB SINGH KUSHWAH,http://myneta.info/2008mp/candidate.php?candidate_id=3057,Sumawali,IND,0,10th Pass,160000,0,160000,5,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
SAHDEV SINGH (SAIYAN BHAIYA),http://myneta.info/2008mp/candidate.php?candidate_id=2481,Panagar,IND,1,Graduate,2491000,0,2491000,101,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Independent
SAHESH KOL,http://myneta.info/2008mp/candidate.php?candidate_id=1995,Jaitpur,JD(U),0,5th Pass,490000,0,490000,85,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Janata Dal (United)
SAHU SHYAMLAL RATHOR,http://myneta.info/2008mp/candidate.php?candidate_id=2961,Sidhi,IND,0,8th Pass,1626800,0,1626800,77,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SAIKU SINGH BAGHEL,http://myneta.info/2008mp/candidate.php?candidate_id=463,Jobat,JD(U),0,Post Graduate,10605,0,10605,192,ST,ALIRAJPUR,JHABUA HILLS,,FALSE,FALSE,Male,Janata Dal (United)
SAJJAN SINGH DANGI,http://myneta.info/2008mp/candidate.php?candidate_id=2464,Niwari,IND,0,Literate,93000,0,93000,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SAJJANSINGH VERMA,http://myneta.info/2008mp/candidate.php?candidate_id=115,Sonkatch,INC,0,Post Graduate,22627820,0,22627820,170,SC,DEWAS,MALWA PLATEAU,,TRUE,FALSE,Male,Indian National Congress
SAKEELA BEE,http://myneta.info/2008mp/candidate.php?candidate_id=1960,Jabalpur Paschim,RPI(A),0,Not Given,111000,0,111000,100,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Republican Party of India (A)
SAMADHAN SHRI PAL NAIK,http://myneta.info/2008mp/candidate.php?candidate_id=878,Indore -4,IND,0,10th Pass,109200,0,109200,207,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SAMPAT SINGH DHURVE,http://myneta.info/2008mp/candidate.php?candidate_id=703,Pushprajgarh,IND,0,8th Pass,2063000,300000,1763000,88,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
SAMPATI PRASAD RAWAT (KOL),http://myneta.info/2008mp/candidate.php?candidate_id=2967,Sidhi,IND,0,10th Pass,95000,0,95000,77,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SANDAYA GUPTA,http://myneta.info/2008mp/candidate.php?candidate_id=1762,Dr. Ambedkar Nagar-Mhow,SP,0,10th Pass,200500,0,200500,209,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Female,Samajwadi Party
SANDEEP DONGAR SINGH LODHI,http://myneta.info/2008mp/candidate.php?candidate_id=471,Vidisha,BJSH,0,12th Pass,2810204,636568,2173636,144,GEN,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SANDEEP RAJGURU,http://myneta.info/2008mp/candidate.php?candidate_id=3073,Suwasra,SHS,0,5th Pass,360000,0,360000,226,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Shivsena
SANDEEP SANTRAM,http://myneta.info/2008mp/candidate.php?candidate_id=1354,Balaghat,IND,0,Not Given,10000,0,10000,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
SANDEEP SHRIPRASAD JAISWAL URF SONU,http://myneta.info/2008mp/candidate.php?candidate_id=913,Murwara,IND,0,Post Graduate,7814897,0,7814897,93,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Independent
SANDEEP SINGHAL,http://myneta.info/2008mp/candidate.php?candidate_id=2952,Shivpuri,IND,0,Literate,101000,250000,-149000,25,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
SANGEETA CHAREL,http://myneta.info/2008mp/candidate.php?candidate_id=312,Sailana,BJP,0,12th Pass,1022000,0,1022000,221,ST,RATLAM,MALWA PLATEAU,,TRUE,FALSE,Female,Bharatiya Janata Party
SANGEETA MOHAN RAJAK,http://myneta.info/2008mp/candidate.php?candidate_id=146,Guna,INC,0,12th Pass,2461991,582771,1879220,29,SC,GUNA,GIRD ZONE,,TRUE,FALSE,Female,Indian National Congress
SANGEETA SILDAR PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=232,Bhikangaon,INC,0,Post Graduate,1683168,0,1683168,181,ST,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Female,Indian National Congress
SANJAY,http://myneta.info/2008mp/candidate.php?candidate_id=1654,Dabra,IND,0,10th Pass,90000,0,90000,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
SANJAY,http://myneta.info/2008mp/candidate.php?candidate_id=2691,Rajgarh,IND,0,8th Pass,151000,0,151000,162,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SANJAY,http://myneta.info/2008mp/candidate.php?candidate_id=1218,Berasia,IND,0,Graduate,46500,120000,-73500,149,SC,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
SANJAY KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=967,Tendukheda,IND,0,10th Pass,15000,0,15000,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
SANJAY KUMAR JHARIYA,http://myneta.info/2008mp/candidate.php?candidate_id=1798,Gotegaon,RSMD,0,12th Pass,365500,100000,265500,118,SC,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,RSMD
SANJAY MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=2747,Rewa,IND,0,Graduate,60000,0,60000,74,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SANJAY PARMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2789,Sanwer,LJP,0,8th Pass,70700,25000,45700,211,SC,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
SANJAY PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=2482,Panagar,IND,0,8th Pass,1754657,0,1754657,101,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SANJAY PATHAK,http://myneta.info/2008mp/candidate.php?candidate_id=217,Vijayraghogarh,INC,1,Graduate,341708409,0,341708409,92,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Indian National Congress
SANJAY SATANKAR,http://myneta.info/2008mp/candidate.php?candidate_id=679,Amla,SP,1,Others,147000,0,147000,130,SC,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
SANJAY SAXENA,http://myneta.info/2008mp/candidate.php?candidate_id=1800,Govindpura,SHS,1,10th Pass,881210,0,881210,154,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Shivsena
SANJAY SHAH MAKDAI,http://myneta.info/2008mp/candidate.php?candidate_id=163,Timarni,IND,0,12th Pass,7415561,0,7415561,134,ST,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
SANJAY SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=274,Tendukheda,BJP,0,12th Pass,64470362,27073307,37397055,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,TRUE,FALSE,Male,Bharatiya Janata Party
SANJAY SHUKLA,http://myneta.info/2008mp/candidate.php?candidate_id=178,Indore -1,INC,1,12th Pass,147274132,22246910,125027222,204,GEN,INDORE,MALWA PLATEAU,,TRUE,FALSE,Male,Indian National Congress
SANJAY SHUKLA,http://myneta.info/2008mp/candidate.php?candidate_id=2744,Rewa,GMS,0,10th Pass,22300,0,22300,74,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
SANJEEV CHOUHAN (MALI),http://myneta.info/2008mp/candidate.php?candidate_id=3145,Ujjain Uttar,BJSH,0,8th Pass,180000,0,180000,216,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SANJEEV KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1556,Chachoura,IND,0,Graduate,351500,0,351500,30,GEN,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Independent
SANJEEV SAXENA,http://myneta.info/2008mp/candidate.php?candidate_id=64,Bhopal Dakshin-Paschim,BSP,0,Graduate Professional,57950598,10921842,47028756,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bahujan Samaj Party
SANJEEV SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=2996,Silwani,IND,0,10th Pass,179000,0,179000,143,GEN,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
SANJEEV SONI,http://myneta.info/2008mp/candidate.php?candidate_id=2111,Khargapur,IND,0,12th Pass,25000,0,25000,47,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SANJEEV WARKADE,http://myneta.info/2008mp/candidate.php?candidate_id=2987,Sihora,GGP,0,Post Graduate,469100,0,469100,102,ST,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondvana Gantantra Party
SANJIV SINGHAL,http://myneta.info/2008mp/candidate.php?candidate_id=1503,Bhopal Dakshin-Paschim,IND,0,Post Graduate,15000,0,15000,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
SANJU MAHANT ATRA,http://myneta.info/2008mp/candidate.php?candidate_id=2894,Sewda,IND,0,8th Pass,1101500,60000,1041500,20,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SANJU MALI,http://myneta.info/2008mp/candidate.php?candidate_id=1137,Ujjain Dakshin,IND,1,5th Pass,50500,0,50500,217,GEN,UJJAIN,MALWA PLATEAU,,FALSE,TRUE,Male,Independent
SANKAR LAL CHAMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1388,Bamori,IND,0,Literate,305000,20000,285000,28,GEN,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Independent
SANT KUMAR PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=2749,Rewa,AD,0,10th Pass,122000,0,122000,74,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Apna Dal
SANT RAMJI RAM MAHARAJ,http://myneta.info/2008mp/candidate.php?candidate_id=947,Suwasra,BJSH,1,8th Pass,1585000,0,1585000,226,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,TRUE,Male,Bharatiya Jan Shakti
SANT RAVINDRA CHOBEY,http://myneta.info/2008mp/candidate.php?candidate_id=2759,Sabalgarh,BJSH,1,10th Pass,1126000,0,1126000,3,GEN,MORENA,GIRD ZONE,,FALSE,TRUE,Male,Bharatiya Jan Shakti
SANTA KOL,http://myneta.info/2008mp/candidate.php?candidate_id=2407,Nagod,IND,0,5th Pass,265000,0,265000,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SANTESHWAR PRASAD SHUKLA,http://myneta.info/2008mp/candidate.php?candidate_id=3025,Sirmour,IND,0,12th Pass,570000,7000,563000,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SANTOSH,http://myneta.info/2008mp/candidate.php?candidate_id=2107,Khargapur,IND,0,12th Pass,10000,0,10000,47,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SANTOSH JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=1256,Chhindwara,IND,0,Illiterate,50000,0,50000,126,GEN,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
SANTOSH JOSHI,http://myneta.info/2008mp/candidate.php?candidate_id=385,Susner,BJP,0,12th Pass,493966,68000,425966,165,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
SANTOSH KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2194,Lahar,IND,0,10th Pass,2282400,0,2282400,11,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
SANTOSH KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2182,Kotma,IND,0,Graduate,594000,0,594000,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
SANTOSH KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1459,Bhander,IJP,0,8th Pass,50500,40000,10500,21,SC,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Indian Justice Party
